"Event Unique ID","Title","Event Status","Organization","Organization Type","Organization Shipping Address - Street Address","Address line 2","Organization Shipping Address - City","Organization Shipping Address - State","Organization Shipping Address - Zip","Organization Facebook Address","Organization Instagram Address","Organization Twitter @Username","Organization Website","URL","Event Type","Content Area","Target Audience","Special Audiences","Event Date(s)","Event Venue or Facility Name","Street Address","Address line 2","City","State","Zip code","NC County","Coordinates","Cost for Festival Participants","Single Event Price","Event Description","Event Website","In-person/Online"
3496,"Celebration of Student Research- START Research Poster Showcase","Accepted","Wake Tech Community College","Community College","6600 Louisburg Road",,"Wake Forest","North Carolina",27616,"WakeTechSTEM","WakeTechSTEM","@WakeTechSTEM","https://www.waketech.edu/about-wake-tech/divisions/mathematics-sciences-engineering/start","http://www.ncsciencefestival.org/events/celebration-student-research-start-research-poster-showcase-1","Indoor Event, Performance/Talk, Expo","Chemistry, Life Sciences, Earth & Space Sciences, Mathematics, Physics, Engineering, Science & Society, Environment, Technology","Teens, Families, Adults","College students, High school students","04/28/2025 - 4:00pm to 6:00pm","Southern Wake Tech Campus, Building L, Conference Rooms","9101 Fayetteville Road",,"Raleigh","North Carolina",27603,"Wake","POINT (-78.7040119 35.6509102)","FREE",,"<p>Join usÂ on Monday, April 28, 2025,Â anytime between 4:00pmÂ and 6:00pm as our START interns share their STEM researchÂ at the SouthernÂ Wake Tech Campus. Over 40Â interns will be presenting their research at the poster showcase.</p>
<p>Wake Tech's STem Academic Research and Training (START) program is funded by theÂ National Science FoundationÂ and introduces ourÂ students to hands-on research andÂ engagement with the STEMÂ community to enrich their academic experience, further develop technical skills, and increase their ability to be competitive in higher education and the STEM workforce.</p>
","https://www.waketech.edu/about-wake-tech/divisions/mathematics-sciences-engineering/start","In-person"
3498,"Windy Weather ","Accepted","Cumberland County Public Library & Information Center: East Regional Branch","Library","4809 Clinton Road",,"Stedman","North Carolina",28312,,,,"https://www.cumberlandcountync.gov/departments/library-group/library","http://www.ncsciencefestival.org/events/windy-weather","Hands-On, Indoor Event","Earth & Space Sciences, Physics, Science & Society, Environment","Pre-K",,"04/03/2025 - 10:00am to 11:00am","East Regional Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,"Cumberland","POINT (-78.7604101 35.0370188)","FREE",,"<p>The wind is very powerful. We can't see the wind, but we can feel it andÂ see what it does.Â  Come join our preschool storytime and see what moving air can do and make your own craft to see how the wind works.Â </p>
","https://cumberland.librarycalendar.com/events/upcoming","In-person"
3499,"Earth Day","Accepted","Cumberland County Public Library & Information Center: East Regional Branch","Library","4809 Clinton Road",,"Stedman","North Carolina",28312,,,,"https://www.cumberlandcountync.gov/departments/library-group/library","http://www.ncsciencefestival.org/events/earth-day-2","Hands-On, Indoor Event","Art & Design, Chemistry, Earth & Space Sciences, Science & Society","Pre-K",,"04/10/2025 - 10:00am to 11:00am","East Regional Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,"Cumberland","POINT (-78.7604101 35.0370188)","FREE",,"<p>Come join our preschool storytime celebrating Earth Day!Â Learn about the Earth and how to take care of it, see experiments about atmosphere, clouds, and the wonderful planet we call homeÂ and make your own craft out of recycled materials.Â </p>
","https://cumberland.librarycalendar.com/events/upcoming","In-person"
3500,"Moon Rise and Sunset Paddle","Accepted","North Carolina State Parks","Government Agency (state or local)","12700 Bayleaf Church Road",,"Raleigh","North Carolina",27614,"https://www.facebook.com/NorthCarolinaStateParks/",,"https://twitter.com/NCparks","www.ncparks.gov","http://www.ncsciencefestival.org/events/moon-rise-and-sunset-paddle","Hands-On, Outdoor Event, Tour","Life Sciences, Earth & Space Sciences, Environment","Children, Teens, Families, Adults",,"04/10/2025 - 5:45pm to 7:15pm","Beaverdam Lake State Recreation Area","14600 Creedmoor Road",,"Wake Forest","North Carolina",27587,"Wake","POINT (-78.697836 36.042386)","FREE",,"<p>Join a guided paddle in our Big Canoes to see the nearly full moon rise and the sun set on Falls Lake.Â  We'll celebrate the science of our water planet and its unique place in the solar system. Â </p>
<p>The Big Canoes hold 14-passengers including a trained guide, and everyone needs to contribute a little bit of arm muscle while aboard. Life jackets provided. This program is best for ages 6 & up. Younger paddlers who are comfortable sitting still in a boat may be accommodated, but please contact the organizers to discuss.</p>
<p>Pre-registration is required <a href=""https://www.eventbrite.com/e/sunset-moonrise-paddle-for-nc-science-festival-tickets-1138274833669?aff=oddtdtcreator"">here</a>.</p>
<p>Please contact the organizers at outdoor.rec@ncparks.gov with questions or requests for special accomodations.</p>
","https://www.eventbrite.com/e/sunset-moonrise-paddle-for-nc-science-festival-tickets-1138274833669?aff=oddtdtcreator","In-person"
3501,"Easter's Wonderful Colors","Accepted","Cumberland County Public Library & Information Center: East Regional Branch","Library","4809 Clinton Road",,"Stedman","North Carolina",28312,,,,"https://www.cumberlandcountync.gov/departments/library-group/library","http://www.ncsciencefestival.org/events/easters-wonderful-colors","Hands-On, Indoor Event","Art & Design, Science & Society, Food","Pre-K",,"04/17/2025 - 10:00am to 11:00am","East Regional Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,"Cumberland","POINT (-78.7604101 35.0370188)","FREE",,"<p>Join us for our preschoolÂ Easter storytime!Â Hear stories about bunnies, babies, and EGGSÂ (and all the wonderful colors they come in).Â See science experiments involving colors, mixing colors and see colored water 'walk' from one glass to another!Â Make a fun colorful craft to take home.</p>
","https://cumberland.librarycalendar.com/events/upcoming","In-person"
3502,"Mother's Day Magic","Accepted","Cumberland County Public Library & Information Center: East Regional Branch","Library","4809 Clinton Road",,"Stedman","North Carolina",28312,,,,"https://www.cumberlandcountync.gov/departments/library-group/library","http://www.ncsciencefestival.org/events/mothers-day-magic","Hands-On, Indoor Event","Art & Design, Chemistry, Science & Society","Pre-K",,"04/24/2025 - 10:00am to 11:00am","East Regional Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,"Cumberland","POINT (-78.7604101 35.0370188)","FREE",,"<p>Join our preschool Mother's Day storytime for songs andÂ stories about our favorite snuggle buddy: Mom!Â See science experiments with food coloring and flowers and make a 'Blooming Flower' card to give to your special Mommy.</p>
","https://cumberland.librarycalendar.com/events/upcoming","In-person"
3503,"Brilliant Butterflies Story Time","Accepted","Cumberland County Public Library & Information Center: Hope Mills Branch","Library","3411 Golfview Road",,"Hope Mills","North Carolina",28348,,,,,"http://www.ncsciencefestival.org/events/brilliant-butterflies-story-time","Indoor Event","Life Sciences","Pre-K, Children",,"04/08/2025 - 10:00am to 10:30am 04/08/2025 - 11:00am to 11:30am","Hope Mills Public Library","3411 Golfview Rd",,"Hope Mills","North Carolina",28348,"Cumberland","POINT (-78.9588963 34.9743547)","FREE",,"<p>Join us for an exciting and educational story time that takes children on a magical journey through the transformation of a caterpillar into a beautiful butterfly! This program is perfect for young learners and curious minds who want to explore the wonders of nature.Â </p>
<p>For more information about this program, please call 910-483-7727 ext. 1425.Â </p>
","https://www.cumberlandcountync.gov/departments/library-group/library","In-person"
3504,"Herb Haven","Accepted","Kathleen Clay Library","Library","1420 Price Park Rd.",,"Greensboro","North Carolina",27410,,,"melanie.buckingham@greensboro-nc.gov","www.greensborolibrary.org","http://www.ncsciencefestival.org/events/herb-haven","Indoor Event, Performance/Talk","Environment","Adults",,"04/09/2025 - 6:30pm to 7:30pm","Kathleen Clay Edwards Family Branch","1420 Price Park Rd.",,"Greensboro","North Carolina",27410,"Guilford","POINT (-79.8775897 36.1057102)","FREE",,"<p>Come learn about cultivating native herbs and plants that are uniquely suited to our region, enhancing both your garden's beauty and ecological health. Together, we can create a network of safe passages for wildlife across North Carolina, ensuring a sustainable future for our ecosystems. Kathy Schlosser and Anna Weston of the Herb Society will discuss the Green Bridges Initiative which encourages gardeners to create interconnected habitats that support native plants and pollinators, essential for maintaining biodiversity.</p>
","https://library.greensboro-nc.gov/Home/Components/Calendar/Event/124162/5186?curm=4&cury=2025","In-person"
3505,"Natural Cleaners & Decluttering: Simplicity in a Sustainable Way ","Accepted","Kathleen Clay Library","Library","1420 Price Park Rd.",,"Greensboro","North Carolina",27410,,,"melanie.buckingham@greensboro-nc.gov","www.greensborolibrary.org","http://www.ncsciencefestival.org/events/natural-cleaners-decluttering-simplicity-sustainable-way","Hands-On, Indoor Event, Performance/Talk","Environment","Adults",,"04/30/2025 - 6:30pm to 7:30pm","Kathleen Clay Edwards Family Branch","1420 Price Park Rd.",,"Greensboro","North Carolina",27410,"Guilford","POINT (-79.8775897 36.1057102)","FREE",,"<p>Join the City of Greensboro Recycling Educators to make your own eco-friendly cleaners using simple household and natural ingredients. Learn how to downsize your household for a simpler and cost-effective lifestyle while making this a manageable transition. To register, e-mail <a href=""mailto:melanie.buckingham@greensboro-nc.gov"" rel=""noreferrer noopener"" target=""_blank"">melanie.buckingham@greensboro-nc.gov</a></p>
","https://library.greensboro-nc.gov/Home/Components/Calendar/Event/124160/5186?curm=4&cury=2025","In-person"
3506,"Science All Around!","Accepted","The Children's Museum of Wilmington","Museum/Science Center","116 Orange Street",,"Wilmington","North Carolina",28401,"https://www.facebook.com/childrensmuseumwilmington","https://www.instagram.com/childrensmuseumwilmington/?hl=en",,"www.playwilmington.org","http://www.ncsciencefestival.org/events/science-all-around","Hands-On, Indoor Event, Outdoor Event","Art & Design, Business & Careers, Chemistry, Earth & Space Sciences, Physics, Engineering, Science & Society, Environment, Food, Technology","Pre-K, Children, Families",,"04/26/2025 - 9:00am to 12:00pm","The Children's Museum of Wilmington","116 Orange St.",,"Wilmington","North Carolina",28401,"New Hanover","POINT (-77.947518 34.2327299)","My event has a fee","General Admission $15, Members $5","<p>Join us at The Children's Museum of Wilmington's celebration of the 2025 NC Science Festival!</p>
<p>This yearâ€™s theme is â€œScience: Everyday, Everywhere, Everyone,â€ and the Museum will be hosting a morning full of fun activities that explore the exciting world of science in interactive and hands-on ways!</p>
<p>Visitors can look forward to racing cars, making color-changing lemonade, launching rockets, and so much more! Activities will include these fun experiments and challenges designed to spark curiosity and inspire future scientists.</p>
<p>The Museum will be open for usual exploration in addition to NC Science Festival activities.</p>
<p>The event will be held on Saturday, April 26th, 2025, from 9am to 12pm.</p>
","https://www.playwilmington.org/science","In-person"
3507,"Terrific Tuesday: Vibe With Me","Accepted","Cumberland County Public Library & Information Center: North Regional Branch","Library","855 McArthur Rd",,"Fayetteville","North Carolina",28311,,,,"cumberlandcountync.gov","http://www.ncsciencefestival.org/events/terrific-tuesday-vibe-me","Hands-On, Indoor Event","Physics, Engineering","Children","Ages 6-11","04/01/2025 - 3:30pm to 4:30pm","Cumberland County Public Library System and Information Center","855 McArthur Rd",,"Fayetteville","North Carolina",28311,"Cumberland","POINT (-78.8969414 35.1289177)","FREE",,"<p>Come learn about sonic vibrations with us! We will explore with fun experiments like wine glass rim music, making a liquid xylophone, and building your own tin can telephone.</p>
<p>For more information about this program, please call 910-483-7727 ext. 1450.Â </p>
","www.cumberlandcountync.gov/library","In-person"
3508,"Terrific Tuesday: The Science of You","Accepted","Cumberland County Public Library & Information Center: North Regional Branch","Library","855 McArthur Rd",,"Fayetteville","North Carolina",28311,,,,"cumberlandcountync.gov","http://www.ncsciencefestival.org/events/terrific-tuesday-science-you","Hands-On, Indoor Event","Art & Design, Health, Life Sciences, Physics, Engineering, Sports & Fitness","Children","Ages 6-11","04/08/2025 - 3:30pm to 4:30pm","Cumberland County Public Library System and Information Center","855 McArthur Rd",,"Fayetteville","North Carolina",28311,"Cumberland","POINT (-78.8969414 35.1289177)","FREE",,"<p>Are you interested in learning about the complex systems of your own body? Come craft and explore with us -- you can makeÂ working models of your heart and lungs!</p>
<p>For more information about this program, please call 910-483-7727 ext. 1450.Â </p>
","www.cumberlandcountync.gov/library","In-person"
3509,"Terrific Tuesday: Science Rocks!","Accepted","Cumberland County Public Library & Information Center: North Regional Branch","Library","855 McArthur Rd",,"Fayetteville","North Carolina",28311,,,,"cumberlandcountync.gov","http://www.ncsciencefestival.org/events/terrific-tuesday-science-rocks","Hands-On, Indoor Event","Environment, Food","Children","Ages 6-11","04/15/2025 - 3:30pm to 4:30pm","Cumberland County Public Library System and Information Center","855 McArthur Rd",,"Fayetteville","North Carolina",28311,"Cumberland","POINT (-78.8969414 35.1289177)","FREE",,"<p>Science Rocks! Come learnÂ about geology, the study of rocks, and minerology, the study of minerals. You can discover all the layers of a candy bar by taking core samples, and you can learn about how fossils develop by making your own salt-dough fossils!</p>
<p>For more information about this program, please call 910-483-7727 ext. 1450.Â </p>
","www.cumberlandcountync.gov/library","In-person"
